"","Month","Neighbourhood","Mean","Count"
"981",34,"EAST VILLAGE             ",2039000,13
"982",35,"EAST VILLAGE             ",2622700,10
"983",36,"EAST VILLAGE             ",1852074.94117647,17
"984",25,"FASHION                  ",19289186.7857143,14
"985",26,"FASHION                  ",5196286.11111111,9
"986",27,"FASHION                  ",15038482.5,12
"987",28,"FASHION                  ",3859997.33333333,6
"988",29,"FASHION                  ",60523089.2857143,7
"989",30,"FASHION                  ",59893571.4285714,7
"990",31,"FASHION                  ",2945142.85714286,7
"991",32,"FASHION                  ",1679333.33333333,6
"992",33,"FASHION                  ",17971533.875,16
"993",34,"FASHION                  ",7687684.66666667,9
"994",35,"FASHION                  ",7260058.57142857,7
"995",36,"FASHION                  ",20908839.2631579,19
"996",25,"FINANCIAL                ",21683429.5,26
"997",26,"FINANCIAL                ",2924503.22580645,31
"998",27,"FINANCIAL                ",10768406.3461538,26
"999",28,"FINANCIAL                ",6182728.675,40
"1000",29,"FINANCIAL                ",1962155.71875,32
"1001",30,"FINANCIAL                ",2194215.15217391,46
"1002",31,"FINANCIAL                ",8052746.37209302,43
"1003",32,"FINANCIAL                ",1516732.81395349,43
"1004",33,"FINANCIAL                ",1135712.14285714,28
"1005",34,"FINANCIAL                ",4581516.51612903,31
"1006",35,"FINANCIAL                ",6725458.20833333,24
"1007",36,"FINANCIAL                ",1133103.96153846,26
"1008",25,"FLATIRON                 ",18692699.9666667,30
"1009",26,"FLATIRON                 ",5619251.68181818,22
"1010",27,"FLATIRON                 ",12291622.3214286,28
"1011",28,"FLATIRON                 ",13591933.1,30
"1012",29,"FLATIRON                 ",3002221.17391304,23
"1013",30,"FLATIRON                 ",2259598,36
"1014",31,"FLATIRON                 ",4209153.66666667,27
"1015",32,"FLATIRON                 ",51396213.0416667,48
"1016",33,"FLATIRON                 ",6811683.35294118,34
"1017",34,"FLATIRON                 ",3215609.62,50
"1018",35,"FLATIRON                 ",4097331.14814815,27
"1019",36,"FLATIRON                 ",7029583.70967742,31
"1020",25,"GRAMERCY                 ",13660905.3142857,35
"1021",26,"GRAMERCY                 ",906456.594594595,37
"1022",27,"GRAMERCY                 ",2981688.07894737,38
"1023",28,"GRAMERCY                 ",1960232,44
"1024",29,"GRAMERCY                 ",1981734.09375,32
"1025",30,"GRAMERCY                 ",1363359.19565217,46
"1026",31,"GRAMERCY                 ",1475520.79166667,48
"1027",32,"GRAMERCY                 ",2531291.55555556,36
"1028",33,"GRAMERCY                 ",5418638.89655172,29
"1029",34,"GRAMERCY                 ",2343938.4047619,42
"1030",35,"GRAMERCY                 ",2323377.45833333,24
"1031",36,"GRAMERCY                 ",2174517.96428571,28
"1032",25,"GREENWICH VILLAGE-CENTRAL",2047880.81081081,37
"1033",26,"GREENWICH VILLAGE-CENTRAL",3479059.66,50
"1034",27,"GREENWICH VILLAGE-CENTRAL",2572432.21428571,42
"1035",28,"GREENWICH VILLAGE-CENTRAL",1817328.60869565,46
"1036",29,"GREENWICH VILLAGE-CENTRAL",2408583.375,48
"1037",30,"GREENWICH VILLAGE-CENTRAL",3536831.56818182,44
"1038",31,"GREENWICH VILLAGE-CENTRAL",3848079.4516129,62
"1039",32,"GREENWICH VILLAGE-CENTRAL",4425015.3877551,49
"1040",33,"GREENWICH VILLAGE-CENTRAL",3397906.48275862,58
"1041",34,"GREENWICH VILLAGE-CENTRAL",4771271.24444444,45
"1042",35,"GREENWICH VILLAGE-CENTRAL",2711962.0754717,53
"1043",36,"GREENWICH VILLAGE-CENTRAL",2400494.475,40
"1044",25,"GREENWICH VILLAGE-WEST   ",9653842.8,40
"1045",26,"GREENWICH VILLAGE-WEST   ",3757414.65909091,44
"1046",27,"GREENWICH VILLAGE-WEST   ",3068439.4,30
"1047",28,"GREENWICH VILLAGE-WEST   ",1580687.36585366,41
"1048",29,"GREENWICH VILLAGE-WEST   ",2089913.47222222,36
"1049",30,"GREENWICH VILLAGE-WEST   ",4415794.5106383,47
"1050",31,"GREENWICH VILLAGE-WEST   ",3872633.29411765,51
"1051",32,"GREENWICH VILLAGE-WEST   ",3169429.17021277,47
"1052",33,"GREENWICH VILLAGE-WEST   ",3195170.86666667,45
"1053",34,"GREENWICH VILLAGE-WEST   ",4535996.0625,48
"1054",35,"GREENWICH VILLAGE-WEST   ",4000042.90243902,41
"1055",36,"GREENWICH VILLAGE-WEST   ",6558252.07017544,57
"1056",25,"HARLEM-CENTRAL           ",1689573.07462687,67
"1057",26,"HARLEM-CENTRAL           ",1363543.56521739,69
"1058",27,"HARLEM-CENTRAL           ",1800520.09589041,73
"1059",28,"HARLEM-CENTRAL           ",1781245.61363636,44
"1060",29,"HARLEM-CENTRAL           ",2081467.75925926,54
"1061",30,"HARLEM-CENTRAL           ",1447971.84615385,65
"1062",31,"HARLEM-CENTRAL           ",1496168,93
"1063",32,"HARLEM-CENTRAL           ",2764782.32,50
"1064",33,"HARLEM-CENTRAL           ",2759544.984375,64
"1065",34,"HARLEM-CENTRAL           ",1773713.7804878,41
"1066",35,"HARLEM-CENTRAL           ",1383055.78378378,37
"1067",36,"HARLEM-CENTRAL           ",2923463.47457627,59
"1068",25,"HARLEM-EAST              ",670262.5,12
"1069",26,"HARLEM-EAST              ",2445003,15
"1070",27,"HARLEM-EAST              ",2116835.41666667,12
"1071",28,"HARLEM-EAST              ",2346159.36363636,11
"1072",29,"HARLEM-EAST              ",9324541.75,12
"1073",30,"HARLEM-EAST              ",2244262.5,12
"1074",31,"HARLEM-EAST              ",1747608.88235294,17
"1075",32,"HARLEM-EAST              ",2527473.68421053,19
"1076",33,"HARLEM-EAST              ",2085647.8,10
"1077",34,"HARLEM-EAST              ",603500,9
"1078",35,"HARLEM-EAST              ",2061545.45454545,11
"1079",36,"HARLEM-EAST              ",1329619.04761905,21
"1080",25,"HARLEM-UPPER             ",2525368.625,16
"1081",26,"HARLEM-UPPER             ",1860047.22222222,9
"1082",27,"HARLEM-UPPER             ",5378779.36363636,11
"1083",28,"HARLEM-UPPER             ",2239321.20833333,24
"1084",29,"HARLEM-UPPER             ",909273.25,20
"1085",30,"HARLEM-UPPER             ",825218.833333333,12
"1086",31,"HARLEM-UPPER             ",1299199.41666667,12
"1087",32,"HARLEM-UPPER             ",1187022.8,5
"1088",33,"HARLEM-UPPER             ",3480750,8
"1089",34,"HARLEM-UPPER             ",911537.666666667,12
"1090",35,"HARLEM-UPPER             ",1672907.2,5
"1091",36,"HARLEM-UPPER             ",2017454.39130435,23
"1092",25,"HARLEM-WEST              ",6390000,3
"1093",26,"HARLEM-WEST              ",1714250,3
"1094",27,"HARLEM-WEST              ",2783333.33333333,3
"1095",28,"HARLEM-WEST              ",263,1
"1096",29,"HARLEM-WEST              ",4732500,2
"1097",30,"HARLEM-WEST              ",1621889.57142857,7
"1098",31,"HARLEM-WEST              ",8500000,1
"1099",32,"HARLEM-WEST              ",398666.666666667,3
"1100",33,"HARLEM-WEST              ",10050875,4
"1101",35,"HARLEM-WEST              ",272500,2
"1102",36,"HARLEM-WEST              ",276000,2
"1103",25,"INWOOD                   ",1410434.42857143,14
"1104",26,"INWOOD                   ",2039859.77777778,9
"1105",27,"INWOOD                   ",423642.857142857,7
"1106",28,"INWOOD                   ",1809350,15
"1107",29,"INWOOD                   ",653861.454545455,11
"1108",30,"INWOOD                   ",2078000,10
"1109",31,"INWOOD                   ",1605769.23076923,13
"1110",32,"INWOOD                   ",1775863.63636364,11
"1111",33,"INWOOD                   ",508278.875,8
"1112",34,"INWOOD                   ",1298843.3,10
"1113",35,"INWOOD                   ",654451.818181818,11
"1114",36,"INWOOD                   ",421057.142857143,7
"1115",25,"JAVITS CENTER            ",735333.333333333,3
"1116",26,"JAVITS CENTER            ",344166.666666667,3
"1117",28,"JAVITS CENTER            ",582600,5
"1118",29,"JAVITS CENTER            ",340000,1
"1119",30,"JAVITS CENTER            ",5112000,5
"1120",31,"JAVITS CENTER            ",34982500,2
"1121",32,"JAVITS CENTER            ",7740760,5
"1122",33,"JAVITS CENTER            ",346000,1
"1123",34,"JAVITS CENTER            ",8817837.6,5
"1124",35,"JAVITS CENTER            ",13475430.2,5
"1125",36,"JAVITS CENTER            ",51163750,3
"1126",25,"KIPS BAY                 ",3981890.32,25
"1127",26,"KIPS BAY                 ",578714.285714286,7
"1128",27,"KIPS BAY                 ",1144659.13636364,22
"1129",28,"KIPS BAY                 ",1210437.5,16
"1130",29,"KIPS BAY                 ",8689283.33333333,21
"1131",30,"KIPS BAY                 ",1078349.24324324,37
"1132",31,"KIPS BAY                 ",1131687.5,24
"1133",32,"KIPS BAY                 ",2520290.32258065,31
"1134",33,"KIPS BAY                 ",4688245.3,20
"1135",34,"KIPS BAY                 ",1273674.47058824,17
"1136",35,"KIPS BAY                 ",813500,9
"1137",36,"KIPS BAY                 ",273715614.3,20
"1138",25,"LITTLE ITALY             ",10133944.4444444,9
"1139",26,"LITTLE ITALY             ",2.3e+07,2
"1140",27,"LITTLE ITALY             ",14554118,9
"1141",28,"LITTLE ITALY             ",7891868,9
"1142",29,"LITTLE ITALY             ",5255625,4
"1143",30,"LITTLE ITALY             ",6919166.66666667,6
"1144",31,"LITTLE ITALY             ",1950100,1
"1145",32,"LITTLE ITALY             ",4508434.16666667,12
"1146",33,"LITTLE ITALY             ",2771076.25,4
"1147",34,"LITTLE ITALY             ",13003782.5,4
"1148",35,"LITTLE ITALY             ",7029953.33333333,3
"1149",36,"LITTLE ITALY             ",7939375,8
"1150",25,"LOWER EAST SIDE          ",3636750,18
"1151",26,"LOWER EAST SIDE          ",7509240.08333333,24
"1152",27,"LOWER EAST SIDE          ",2054209.875,24
"1153",28,"LOWER EAST SIDE          ",8875335.30434783,23
"1154",29,"LOWER EAST SIDE          ",2075106.06060606,33
"1155",30,"LOWER EAST SIDE          ",2234823.93939394,33
"1156",31,"LOWER EAST SIDE          ",1873580.8,20
"1157",32,"LOWER EAST SIDE          ",3280869.42857143,28
"1158",33,"LOWER EAST SIDE          ",2023368.25,24
"1159",34,"LOWER EAST SIDE          ",2287412.35294118,17
"1160",35,"LOWER EAST SIDE          ",2132540.04,25
"1161",36,"LOWER EAST SIDE          ",1893058.38888889,18
"1162",26,"MANHATTAN-UNKNOWN        ",1.2e+07,1
"1163",25,"MANHATTAN VALLEY         ",1435995.29411765,17
"1164",26,"MANHATTAN VALLEY         ",965961.1,20
"1165",27,"MANHATTAN VALLEY         ",1541401.38888889,18
"1166",28,"MANHATTAN VALLEY         ",633967.333333333,12
"1167",29,"MANHATTAN VALLEY         ",1887534.8,15
"1168",30,"MANHATTAN VALLEY         ",2011530,16
"1169",31,"MANHATTAN VALLEY         ",1880451.35,40
"1170",32,"MANHATTAN VALLEY         ",1326631.57894737,19
"1171",33,"MANHATTAN VALLEY         ",1615730.79166667,24
"1172",34,"MANHATTAN VALLEY         ",1234020.82352941,17
"1173",35,"MANHATTAN VALLEY         ",990837.428571429,14
"1174",36,"MANHATTAN VALLEY         ",1131022.4,15
"1175",25,"MIDTOWN CBD              ",4798100,10
"1176",26,"MIDTOWN CBD              ",180727379.3,10
"1177",27,"MIDTOWN CBD              ",723950.615384615,13
"1178",28,"MIDTOWN CBD              ",5613700,9
"1179",29,"MIDTOWN CBD              ",60798528.0666667,15
"1180",30,"MIDTOWN CBD              ",4424956.54166667,24
"1181",31,"MIDTOWN CBD              ",1634991.66666667,9
"1182",32,"MIDTOWN CBD              ",26926263.2380952,21
"1183",33,"MIDTOWN CBD              ",2103837.78571429,14
"1184",34,"MIDTOWN CBD              ",27843884.4444444,9
"1185",35,"MIDTOWN CBD              ",2812722.81818182,11
"1186",36,"MIDTOWN CBD              ",5263681.57894737,19
"1187",25,"MIDTOWN EAST             ",2112785.80645161,62
"1188",26,"MIDTOWN EAST             ",1415730.625,72
"1189",27,"MIDTOWN EAST             ",2530382.61111111,72
"1190",28,"MIDTOWN EAST             ",4934310.82142857,112
"1191",29,"MIDTOWN EAST             ",1165514.8021978,91
"1192",30,"MIDTOWN EAST             ",1659805.68907563,119
"1193",31,"MIDTOWN EAST             ",2583016.53571429,140
"1194",32,"MIDTOWN EAST             ",1425831.44545455,110
"1195",33,"MIDTOWN EAST             ",1401380.12844037,109
"1196",34,"MIDTOWN EAST             ",1435728.92307692,117
"1197",35,"MIDTOWN EAST             ",1603927.86666667,90
"1198",36,"MIDTOWN EAST             ",1509260.43,100
"1199",25,"MIDTOWN WEST             ",13906476.0291262,206
"1200",26,"MIDTOWN WEST             ",3385264.82446809,188
"1201",27,"MIDTOWN WEST             ",1964892.1352459,244
"1202",28,"MIDTOWN WEST             ",6308849.38304094,342
"1203",29,"MIDTOWN WEST             ",2572698.40833333,240
"1204",30,"MIDTOWN WEST             ",2096157.35164835,91
"1205",31,"MIDTOWN WEST             ",421611.742014742,407
"1206",32,"MIDTOWN WEST             ",3113453.7,370
"1207",33,"MIDTOWN WEST             ",1892960.73520249,321
"1208",34,"MIDTOWN WEST             ",1042571.16423358,548
"1209",35,"MIDTOWN WEST             ",1106320.78450363,413
"1210",36,"MIDTOWN WEST             ",1691448.83879093,397
"1211",25,"MORNINGSIDE HEIGHTS      ",474490,6
"1212",26,"MORNINGSIDE HEIGHTS      ",697100,5
"1213",27,"MORNINGSIDE HEIGHTS      ",936683.333333333,3
"1214",28,"MORNINGSIDE HEIGHTS      ",494549.444444444,9
"1215",29,"MORNINGSIDE HEIGHTS      ",345833.333333333,6
"1216",30,"MORNINGSIDE HEIGHTS      ",2144083.33333333,6
"1217",31,"MORNINGSIDE HEIGHTS      ",520875,12
"1218",32,"MORNINGSIDE HEIGHTS      ",598333.333333333,3
"1219",33,"MORNINGSIDE HEIGHTS      ",581125,8
"1220",34,"MORNINGSIDE HEIGHTS      ",463500,4
"1221",35,"MORNINGSIDE HEIGHTS      ",580000,3
"1222",36,"MORNINGSIDE HEIGHTS      ",462239.2,10
"1223",25,"MURRAY HILL              ",4219124.984375,64
"1224",26,"MURRAY HILL              ",2249726.57142857,91
"1225",27,"MURRAY HILL              ",5134100.4137931,58
"1226",28,"MURRAY HILL              ",1571430.04615385,65
"1227",29,"MURRAY HILL              ",1359112.30612245,49
"1228",30,"MURRAY HILL              ",2329092.46341463,82
"1229",31,"MURRAY HILL              ",1018035.78666667,75
"1230",32,"MURRAY HILL              ",1186414.4,60
"1231",33,"MURRAY HILL              ",6191467.59615385,52
"1232",34,"MURRAY HILL              ",914583.757575758,33
"1233",35,"MURRAY HILL              ",5076955.7173913,46
"1234",36,"MURRAY HILL              ",3022848.29310345,58
"1235",25,"SOHO                     ",18000880.952381,21
"1236",26,"SOHO                     ",5795692.8125,16
"1237",27,"SOHO                     ",15850907.4210526,19
"1238",28,"SOHO                     ",11501687.5,16
"1239",29,"SOHO                     ",5583962.12,25
"1240",30,"SOHO                     ",5142319.58333333,12
"1241",31,"SOHO                     ",4940111.38461538,13
"1242",32,"SOHO                     ",11143592.5263158,19
"1243",33,"SOHO                     ",4628652.8125,16
"1244",34,"SOHO                     ",3589083.33333333,18
"1245",35,"SOHO                     ",4836826.09090909,11
"1246",36,"SOHO                     ",3401417.21052632,19
"1247",25,"SOUTHBRIDGE              ",1599855.75,4
"1248",26,"SOUTHBRIDGE              ",2347276.5,4
"1249",27,"SOUTHBRIDGE              ",2410782,5
"1250",28,"SOUTHBRIDGE              ",1751127,7
"1251",29,"SOUTHBRIDGE              ",5783202,5
"1252",30,"SOUTHBRIDGE              ",3159742.6,5
"1253",31,"SOUTHBRIDGE              ",1678625,4
"1254",33,"SOUTHBRIDGE              ",1384000,6
"1255",34,"SOUTHBRIDGE              ",1482787.33333333,3
"1256",35,"SOUTHBRIDGE              ",1379349.33333333,3
"1257",36,"SOUTHBRIDGE              ",3659394.75,12
"1258",25,"TRIBECA                  ",5313426.92857143,42
"1259",26,"TRIBECA                  ",4190521.72,25
"1260",27,"TRIBECA                  ",1923375,20
"1261",28,"TRIBECA                  ",2808129.85185185,27
"1262",29,"TRIBECA                  ",3406629.90322581,31
"1263",30,"TRIBECA                  ",3012228.53571429,56
"1264",31,"TRIBECA                  ",2764263.18292683,82
"1265",32,"TRIBECA                  ",1878301.57142857,42
"1266",33,"TRIBECA                  ",3119002.61764706,68
"1267",34,"TRIBECA                  ",3508530.36363636,55
"1268",35,"TRIBECA                  ",3223729.53125,32
"1269",36,"TRIBECA                  ",3297134.63461538,52
"1270",25,"UPPER EAST SIDE (59-79)  ",3177113.42748092,131
"1271",26,"UPPER EAST SIDE (59-79)  ",4105598.78181818,110
"1272",27,"UPPER EAST SIDE (59-79)  ",4940113.5177305,141
"1273",28,"UPPER EAST SIDE (59-79)  ",3251155.47445255,137
"1274",29,"UPPER EAST SIDE (59-79)  ",3178171.72580645,124
"1275",30,"UPPER EAST SIDE (59-79)  ",2644187.5,192
"1276",31,"UPPER EAST SIDE (59-79)  ",2755039.37777778,225
"1277",32,"UPPER EAST SIDE (59-79)  ",1657606.1969112,259
"1278",33,"UPPER EAST SIDE (59-79)  ",2164328.32843137,204
"1279",34,"UPPER EAST SIDE (59-79)  ",3208041.49450549,182
"1280",35,"UPPER EAST SIDE (59-79)  ",2259866.65384615,130
"1281",36,"UPPER EAST SIDE (59-79)  ",3466454.39041096,146
"1282",25,"UPPER EAST SIDE (79-96)  ",2135522.87096774,93
"1283",26,"UPPER EAST SIDE (79-96)  ",1521161.3375,80
"1284",27,"UPPER EAST SIDE (79-96)  ",3011735.25925926,108
"1285",28,"UPPER EAST SIDE (79-96)  ",2108129.39175258,97
"1286",29,"UPPER EAST SIDE (79-96)  ",2568856.93023256,129
"1287",30,"UPPER EAST SIDE (79-96)  ",2062498.3255814,129
"1288",31,"UPPER EAST SIDE (79-96)  ",3654594.58783784,148
"1289",32,"UPPER EAST SIDE (79-96)  ",1842934.49612403,129
"1290",33,"UPPER EAST SIDE (79-96)  ",2720881.86554622,119
"1291",34,"UPPER EAST SIDE (79-96)  ",2909276.93693694,111
"1292",35,"UPPER EAST SIDE (79-96)  ",1676630.58928571,112
"1293",36,"UPPER EAST SIDE (79-96)  ",2050292.7797619,168
"1294",25,"UPPER EAST SIDE (96-110) ",1198755,4
"1295",26,"UPPER EAST SIDE (96-110) ",1604571.83333333,12
"1296",27,"UPPER EAST SIDE (96-110) ",5233333.33333333,3
"1297",28,"UPPER EAST SIDE (96-110) ",546488,2
"1298",29,"UPPER EAST SIDE (96-110) ",1982500,4
"1299",30,"UPPER EAST SIDE (96-110) ",4061316.25,8
"1300",31,"UPPER EAST SIDE (96-110) ",1845896.2,5
"1301",32,"UPPER EAST SIDE (96-110) ",1414285.71428571,7
"1302",33,"UPPER EAST SIDE (96-110) ",2903800,5
"1303",34,"UPPER EAST SIDE (96-110) ",2046881.25,4
"1304",35,"UPPER EAST SIDE (96-110) ",1133191.33333333,3
"1305",36,"UPPER EAST SIDE (96-110) ",1925244.75,4
"1306",25,"UPPER WEST SIDE (59-79)  ",5442541.125,96
"1307",26,"UPPER WEST SIDE (59-79)  ",1735810.95348837,86
"1308",27,"UPPER WEST SIDE (59-79)  ",1778374.55913978,93
"1309",28,"UPPER WEST SIDE (59-79)  ",5131613.49166667,120
"1310",29,"UPPER WEST SIDE (59-79)  ",1596593.60909091,110
"1311",30,"UPPER WEST SIDE (59-79)  ",1946421.76821192,151
"1312",31,"UPPER WEST SIDE (59-79)  ",2348833.53719008,121
"1313",32,"UPPER WEST SIDE (59-79)  ",3066879.79411765,136
"1314",33,"UPPER WEST SIDE (59-79)  ",2075730.15,140
"1315",34,"UPPER WEST SIDE (59-79)  ",4392947.02985075,134
"1316",35,"UPPER WEST SIDE (59-79)  ",5055640.27272727,132
"1317",36,"UPPER WEST SIDE (59-79)  ",3182691.1,130
"1318",25,"UPPER WEST SIDE (79-96)  ",2222050.84,75
"1319",26,"UPPER WEST SIDE (79-96)  ",2400627.21052632,57
"1320",27,"UPPER WEST SIDE (79-96)  ",16162738.1632653,49
"1321",28,"UPPER WEST SIDE (79-96)  ",2755266.27142857,70
"1322",29,"UPPER WEST SIDE (79-96)  ",1857108.12903226,62
"1323",30,"UPPER WEST SIDE (79-96)  ",2362515.98823529,85
"1324",31,"UPPER WEST SIDE (79-96)  ",2527837.77659574,94
"1325",32,"UPPER WEST SIDE (79-96)  ",2003890.6741573,89
"1326",33,"UPPER WEST SIDE (79-96)  ",2105554.71428571,56
"1327",34,"UPPER WEST SIDE (79-96)  ",3556044.62337662,77
"1328",35,"UPPER WEST SIDE (79-96)  ",1504202.77333333,75
"1329",36,"UPPER WEST SIDE (79-96)  ",1715808.08695652,69
"1330",25,"UPPER WEST SIDE (96-116) ",816583.1,20
"1331",26,"UPPER WEST SIDE (96-116) ",1660973.06896552,29
"1332",27,"UPPER WEST SIDE (96-116) ",1001631.73076923,26
"1333",28,"UPPER WEST SIDE (96-116) ",2454114.22222222,18
"1334",29,"UPPER WEST SIDE (96-116) ",1101149.42307692,26
"1335",30,"UPPER WEST SIDE (96-116) ",1241626,48
"1336",31,"UPPER WEST SIDE (96-116) ",1252747.97058824,34
"1337",32,"UPPER WEST SIDE (96-116) ",2020702.72727273,33
"1338",33,"UPPER WEST SIDE (96-116) ",1941048.13157895,38
"1339",34,"UPPER WEST SIDE (96-116) ",2120118.61111111,36
"1340",35,"UPPER WEST SIDE (96-116) ",3391361,25
"1341",36,"UPPER WEST SIDE (96-116) ",6992867.88,25
"1342",25,"WASHINGTON HEIGHTS LOWER ",520464.666666667,9
"1343",26,"WASHINGTON HEIGHTS LOWER ",2243689.83333333,12
"1344",27,"WASHINGTON HEIGHTS LOWER ",9647926.92307692,13
"1345",28,"WASHINGTON HEIGHTS LOWER ",1989658.23529412,17
"1346",29,"WASHINGTON HEIGHTS LOWER ",1852661.6,10
"1347",30,"WASHINGTON HEIGHTS LOWER ",1336906.51851852,27
"1348",31,"WASHINGTON HEIGHTS LOWER ",3933982.70588235,17
"1349",32,"WASHINGTON HEIGHTS LOWER ",2568289.375,8
"1350",33,"WASHINGTON HEIGHTS LOWER ",6109892.5,14
"1351",34,"WASHINGTON HEIGHTS LOWER ",1146356.71428571,7
"1352",35,"WASHINGTON HEIGHTS LOWER ",4210352,9
"1353",36,"WASHINGTON HEIGHTS LOWER ",1150313.8,20
"1354",25,"WASHINGTON HEIGHTS UPPER ",804690.32,25
"1355",26,"WASHINGTON HEIGHTS UPPER ",962046.777777778,27
"1356",27,"WASHINGTON HEIGHTS UPPER ",1348786.65384615,26
"1357",28,"WASHINGTON HEIGHTS UPPER ",1624459.55172414,29
"1358",29,"WASHINGTON HEIGHTS UPPER ",1019011.8,35
"1359",30,"WASHINGTON HEIGHTS UPPER ",1289788.25,32
"1360",31,"WASHINGTON HEIGHTS UPPER ",819471.2,20
"1361",32,"WASHINGTON HEIGHTS UPPER ",878445.692307692,26
"1362",33,"WASHINGTON HEIGHTS UPPER ",2138053.69230769,26
"1363",34,"WASHINGTON HEIGHTS UPPER ",1701068.41935484,31
"1364",35,"WASHINGTON HEIGHTS UPPER ",886493.090909091,22
"1365",36,"WASHINGTON HEIGHTS UPPER ",935999.441176471,34
"1366",37,"ALPHABET CITY            ",642259.454545455,11
"1367",38,"ALPHABET CITY            ",674000,5
"1368",39,"ALPHABET CITY            ",1052000,5
"1369",40,"ALPHABET CITY            ",1948173.07142857,14
"1370",41,"ALPHABET CITY            ",4782541.26086957,23
"1371",42,"ALPHABET CITY            ",3724947.84615385,13
"1372",43,"ALPHABET CITY            ",1098733,11
"1373",44,"ALPHABET CITY            ",2711286.42857143,14
"1374",45,"ALPHABET CITY            ",1549568.61538462,13
"1375",46,"ALPHABET CITY            ",24258916.5,6
"1376",47,"ALPHABET CITY            ",4412406.875,8
"1377",48,"ALPHABET CITY            ",1882140.58333333,24
"1378",37,"CHELSEA                  ",2208808.96153846,52
"1379",38,"CHELSEA                  ",4495503.86111111,72
"1380",39,"CHELSEA                  ",1152736.29457364,129
"1381",40,"CHELSEA                  ",3027294.23636364,55
"1382",41,"CHELSEA                  ",2588832.35294118,102
"1383",42,"CHELSEA                  ",3065891.23188406,69
"1384",43,"CHELSEA                  ",1961898.02380952,42
"1385",44,"CHELSEA                  ",2717781.16666667,78
"1386",45,"CHELSEA                  ",3782591.70967742,62
"1387",46,"CHELSEA                  ",6017061.08888889,45
"1388",47,"CHELSEA                  ",5214827.21818182,55
"1389",48,"CHELSEA                  ",8222164.6122449,49
"1390",37,"CHINATOWN                ",7551021.83333333,6
"1391",38,"CHINATOWN                ",3098800,7
"1392",39,"CHINATOWN                ",2150000,10
"1393",40,"CHINATOWN                ",2994781.71428571,7
"1394",41,"CHINATOWN                ",6444938,10
"1395",42,"CHINATOWN                ",2031314,7
"1396",43,"CHINATOWN                ",2408170.16666667,6
"1397",44,"CHINATOWN                ",5067000,9
"1398",45,"CHINATOWN                ",5148285.71428571,7
"1399",46,"CHINATOWN                ",1197881.66666667,3
"1400",47,"CHINATOWN                ",3130089,5
"1401",48,"CHINATOWN                ",5420000,4
"1402",37,"CIVIC CENTER             ",2910373.64,25
"1403",38,"CIVIC CENTER             ",5326889.71428571,14
"1404",39,"CIVIC CENTER             ",3765282,27
"1405",40,"CIVIC CENTER             ",6453882.125,8
"1406",41,"CIVIC CENTER             ",3485558.80952381,21
"1407",42,"CIVIC CENTER             ",4094724.89285714,28
"1408",43,"CIVIC CENTER             ",4639820.21212121,33
"1409",44,"CIVIC CENTER             ",4635352.74193548,31
"1410",45,"CIVIC CENTER             ",4774716.09090909,33
"1411",46,"CIVIC CENTER             ",4086219.53846154,26
"1412",47,"CIVIC CENTER             ",5507503.07407407,27
"1413",48,"CIVIC CENTER             ",5511386.16666667,12
"1414",37,"CLINTON                  ",8129702.88888889,18
"1415",38,"CLINTON                  ",1159873.55555556,9
"1416",39,"CLINTON                  ",1291487.85714286,14
"1417",40,"CLINTON                  ",908345.043478261,23
"1418",41,"CLINTON                  ",10742817.4814815,27
"1419",42,"CLINTON                  ",1474179.61538462,26
"1420",43,"CLINTON                  ",793333.333333333,18
"1421",44,"CLINTON                  ",975984.461538462,13
"1422",45,"CLINTON                  ",1006737.44,25
"1423",46,"CLINTON                  ",999088.805555556,36
"1424",47,"CLINTON                  ",1083069.5,18
"1425",48,"CLINTON                  ",4407610.73684211,19
"1426",37,"EAST VILLAGE             ",1365138.75,12
"1427",38,"EAST VILLAGE             ",1580342.30769231,13
"1428",39,"EAST VILLAGE             ",2007125,8
"1429",40,"EAST VILLAGE             ",8146002.1,10
"1430",41,"EAST VILLAGE             ",4132547.13333333,15
"1431",42,"EAST VILLAGE             ",6040552,9
"1432",43,"EAST VILLAGE             ",3037857.14285714,7
"1433",44,"EAST VILLAGE             ",2446500,20
"1434",45,"EAST VILLAGE             ",2626577.78571429,14
"1435",46,"EAST VILLAGE             ",2156787,7
"1436",47,"EAST VILLAGE             ",2633560.41666667,12
"1437",48,"EAST VILLAGE             ",1048752.5,4
"1438",37,"FASHION                  ",30176853.5714286,7
"1439",38,"FASHION                  ",4155714.28571429,7
"1440",39,"FASHION                  ",5162067.85714286,7
"1441",40,"FASHION                  ",42153800.3636364,11
"1442",41,"FASHION                  ",18722173.375,8
"1443",42,"FASHION                  ",8473332.90909091,11
"1444",43,"FASHION                  ",40788000,8
"1445",44,"FASHION                  ",9545129.54545454,11
"1446",45,"FASHION                  ",26557260,5
"1447",46,"FASHION                  ",9260165.875,8
"1448",47,"FASHION                  ",63430766.3,10
"1449",48,"FASHION                  ",41134553.4285714,14
"1450",37,"FINANCIAL                ",5547413.45,20
"1451",38,"FINANCIAL                ",1343224.11538462,26
"1452",39,"FINANCIAL                ",17828934.9583333,24
"1453",40,"FINANCIAL                ",15273951.9666667,30
"1454",41,"FINANCIAL                ",1316242.88571429,35
"1455",42,"FINANCIAL                ",5456234.5,26
