"","Month","Neighbourhood","Mean","Count"
"1939",58,"GRAMERCY",2475786.36666667,30
"1940",59,"GRAMERCY",2092994.33333333,21
"1941",60,"GRAMERCY",1378926.23333333,30
"1942",49,"GREENWICH VILLAGE-CENTRAL",5879056.24324324,37
"1943",50,"GREENWICH VILLAGE-CENTRAL",1795340.70833333,24
"1944",51,"GREENWICH VILLAGE-CENTRAL",1565716.70967742,31
"1945",52,"GREENWICH VILLAGE-CENTRAL",2833491.88235294,34
"1946",53,"GREENWICH VILLAGE-CENTRAL",2787998.57894737,38
"1947",54,"GREENWICH VILLAGE-CENTRAL",2732545.23636364,55
"1948",55,"GREENWICH VILLAGE-CENTRAL",3108317.79487179,39
"1949",56,"GREENWICH VILLAGE-CENTRAL",2320739.53846154,52
"1950",57,"GREENWICH VILLAGE-CENTRAL",1594227.48648649,37
"1951",58,"GREENWICH VILLAGE-CENTRAL",1847903.37037037,27
"1952",59,"GREENWICH VILLAGE-CENTRAL",1741540.35294118,34
"1953",60,"GREENWICH VILLAGE-CENTRAL",3418894.76190476,42
"1954",49,"GREENWICH VILLAGE-WEST",4953937.3255814,43
"1955",50,"GREENWICH VILLAGE-WEST",4581084.41860465,43
"1956",51,"GREENWICH VILLAGE-WEST",4499480.28205128,39
"1957",52,"GREENWICH VILLAGE-WEST",10599155.1714286,35
"1958",53,"GREENWICH VILLAGE-WEST",2209634.97674419,43
"1959",54,"GREENWICH VILLAGE-WEST",3750011.09259259,54
"1960",55,"GREENWICH VILLAGE-WEST",4195478.20689655,29
"1961",56,"GREENWICH VILLAGE-WEST",3426558.3255814,43
"1962",57,"GREENWICH VILLAGE-WEST",3319137.30555556,36
"1963",58,"GREENWICH VILLAGE-WEST",11566958.4571429,35
"1964",59,"GREENWICH VILLAGE-WEST",4525282.56666667,30
"1965",60,"GREENWICH VILLAGE-WEST",4320485.8125,32
"1966",49,"HARLEM-CENTRAL",1202295.9245283,53
"1967",50,"HARLEM-CENTRAL",1968594.72727273,44
"1968",51,"HARLEM-CENTRAL",1659155.97916667,48
"1969",52,"HARLEM-CENTRAL",1811590.8,40
"1970",53,"HARLEM-CENTRAL",1591903.37288136,59
"1971",54,"HARLEM-CENTRAL",1881149.44776119,67
"1972",55,"HARLEM-CENTRAL",1026364.1641791,67
"1973",56,"HARLEM-CENTRAL",1472794.66071429,56
"1974",57,"HARLEM-CENTRAL",1309443.92857143,42
"1975",58,"HARLEM-CENTRAL",1067757.3902439,41
"1976",59,"HARLEM-CENTRAL",2797449.43902439,41
"1977",60,"HARLEM-CENTRAL",3001268.19047619,42
"1978",49,"HARLEM-EAST",2788057.66666667,12
"1979",50,"HARLEM-EAST",1260235.53333333,15
"1980",51,"HARLEM-EAST",965298.785714286,14
"1981",52,"HARLEM-EAST",4332502.54545455,11
"1982",53,"HARLEM-EAST",1144750,20
"1983",54,"HARLEM-EAST",1307344.5,16
"1984",55,"HARLEM-EAST",1128192.85714286,14
"1985",56,"HARLEM-EAST",2852071.9047619,21
"1986",57,"HARLEM-EAST",1014166.66666667,6
"1987",58,"HARLEM-EAST",820583.333333333,6
"1988",59,"HARLEM-EAST",2091433.33333333,6
"1989",60,"HARLEM-EAST",2340359,9
"1990",49,"HARLEM-UPPER",1713250,14
"1991",50,"HARLEM-UPPER",965000,10
"1992",51,"HARLEM-UPPER",409819.090909091,11
"1993",52,"HARLEM-UPPER",1171250,6
"1994",53,"HARLEM-UPPER",2268934.35714286,14
"1995",54,"HARLEM-UPPER",2000888.94444444,18
"1996",55,"HARLEM-UPPER",1240491.66666667,3
"1997",56,"HARLEM-UPPER",5893057.18181818,11
"1998",57,"HARLEM-UPPER",1264502.22222222,9
"1999",58,"HARLEM-UPPER",646649.857142857,7
"2000",59,"HARLEM-UPPER",986654.285714286,7
"2001",60,"HARLEM-UPPER",828920.266666667,15
"2002",50,"HARLEM-WEST",535000,2
"2003",51,"HARLEM-WEST",379000,2
"2004",52,"HARLEM-WEST",241500,2
"2005",53,"HARLEM-WEST",708683.333333333,3
"2006",54,"HARLEM-WEST",920714.285714286,7
"2007",55,"HARLEM-WEST",3957700,2
"2008",56,"HARLEM-WEST",867500,2
"2009",57,"HARLEM-WEST",1460600,5
"2010",58,"HARLEM-WEST",7764250,6
"2011",59,"HARLEM-WEST",180000,1
"2012",60,"HARLEM-WEST",4701666.66666667,3
"2013",49,"INWOOD",1192937.5,8
"2014",50,"INWOOD",791250,2
"2015",51,"INWOOD",1953166.66666667,6
"2016",52,"INWOOD",544944.444444444,9
"2017",53,"INWOOD",410645.833333333,6
"2018",54,"INWOOD",447500,6
"2019",55,"INWOOD",1878571.42857143,7
"2020",56,"INWOOD",393137.363636364,11
"2021",57,"INWOOD",3898706.42857143,14
"2022",58,"INWOOD",418742,5
"2023",59,"INWOOD",2405957.69230769,13
"2024",60,"INWOOD",8321943.94736842,19
"2025",49,"JAVITS CENTER",6100000,1
"2026",50,"JAVITS CENTER",11903333.3333333,3
"2027",51,"JAVITS CENTER",2173800,5
"2028",52,"JAVITS CENTER",640000,1
"2029",53,"JAVITS CENTER",2401800,5
"2030",54,"JAVITS CENTER",515000,4
"2031",56,"JAVITS CENTER",1570691.6,5
"2032",57,"JAVITS CENTER",255414.666666667,3
"2033",58,"JAVITS CENTER",40462500,2
"2034",60,"JAVITS CENTER",166037,1
"2035",49,"KIPS BAY",1085506.13043478,23
"2036",50,"KIPS BAY",4966571.42857143,14
"2037",51,"KIPS BAY",5081845.23809524,21
"2038",52,"KIPS BAY",1279239.56521739,23
"2039",53,"KIPS BAY",1737312.60714286,28
"2040",54,"KIPS BAY",1268434,47
"2041",55,"KIPS BAY",1431022.14814815,27
"2042",56,"KIPS BAY",2718240.15909091,44
"2043",57,"KIPS BAY",1786437.66666667,21
"2044",58,"KIPS BAY",947529.65,20
"2045",59,"KIPS BAY",1209576.52,25
"2046",60,"KIPS BAY",1394580.70588235,17
"2047",49,"LITTLE ITALY",3350000,1
"2048",50,"LITTLE ITALY",2260000,3
"2049",51,"LITTLE ITALY",4005075,5
"2050",52,"LITTLE ITALY",6625000,2
"2051",53,"LITTLE ITALY",3810000,1
"2052",54,"LITTLE ITALY",10436000,3
"2053",55,"LITTLE ITALY",12005000,2
"2054",56,"LITTLE ITALY",7351000,1
"2055",57,"LITTLE ITALY",3076781.75,4
"2056",58,"LITTLE ITALY",2192158.33333333,3
"2057",59,"LITTLE ITALY",3350000,1
"2058",60,"LITTLE ITALY",1318500,2
"2059",49,"LOWER EAST SIDE",1030156.25,16
"2060",50,"LOWER EAST SIDE",2543052.57894737,19
"2061",51,"LOWER EAST SIDE",1721000,17
"2062",52,"LOWER EAST SIDE",1949685.22222222,18
"2063",53,"LOWER EAST SIDE",2405643.47826087,23
"2064",54,"LOWER EAST SIDE",2926607.61111111,18
"2065",55,"LOWER EAST SIDE",4301355.08,25
"2066",56,"LOWER EAST SIDE",1877710.9,20
"2067",57,"LOWER EAST SIDE",1377468.64285714,28
"2068",58,"LOWER EAST SIDE",1859471.05263158,19
"2069",59,"LOWER EAST SIDE",1786656.28571429,21
"2070",60,"LOWER EAST SIDE",11473069.483871,31
"2071",49,"MANHATTAN VALLEY",2258667.77777778,18
"2072",50,"MANHATTAN VALLEY",845918.875,8
"2073",51,"MANHATTAN VALLEY",1369000,15
"2074",52,"MANHATTAN VALLEY",759194,14
"2075",53,"MANHATTAN VALLEY",4932014.05555556,18
"2076",54,"MANHATTAN VALLEY",1566724.05882353,17
"2077",55,"MANHATTAN VALLEY",1454875,8
"2078",56,"MANHATTAN VALLEY",1369146,26
"2079",57,"MANHATTAN VALLEY",1287336.14285714,7
"2080",58,"MANHATTAN VALLEY",1610753.78947368,19
"2081",59,"MANHATTAN VALLEY",1442092.77777778,9
"2082",60,"MANHATTAN VALLEY",6601110.65,20
"2083",49,"MIDTOWN CBD",30057481.125,8
"2084",50,"MIDTOWN CBD",12881107.0769231,13
"2085",51,"MIDTOWN CBD",9251212.54545454,11
"2086",52,"MIDTOWN CBD",1371713,12
"2087",53,"MIDTOWN CBD",206402647.454545,11
"2088",54,"MIDTOWN CBD",27647719.2727273,11
"2089",55,"MIDTOWN CBD",3000670.8,10
"2090",56,"MIDTOWN CBD",7298962.78571429,14
"2091",57,"MIDTOWN CBD",8091313,16
"2092",58,"MIDTOWN CBD",2188428.57142857,7
"2093",59,"MIDTOWN CBD",5232012.77777778,9
"2094",60,"MIDTOWN CBD",11570711.3333333,21
"2095",49,"MIDTOWN EAST",1764875.54639175,97
"2096",50,"MIDTOWN EAST",1236162.7375,80
"2097",51,"MIDTOWN EAST",5071494.47435897,78
"2098",52,"MIDTOWN EAST",2007889.75789474,95
"2099",53,"MIDTOWN EAST",2231536.17525773,97
"2100",54,"MIDTOWN EAST",1591851,118
"2101",55,"MIDTOWN EAST",1641127.29230769,65
"2102",56,"MIDTOWN EAST",1573375.625,104
"2103",57,"MIDTOWN EAST",1272601.47368421,76
"2104",58,"MIDTOWN EAST",6196594.33333333,105
"2105",59,"MIDTOWN EAST",1421728.19047619,84
"2106",60,"MIDTOWN EAST",1665524.83333333,96
"2107",49,"MIDTOWN WEST",9713246.24137931,58
"2108",50,"MIDTOWN WEST",3756739.68181818,44
"2109",51,"MIDTOWN WEST",1408119.25531915,47
"2110",52,"MIDTOWN WEST",3221072.47368421,38
"2111",53,"MIDTOWN WEST",2721620.44927536,69
"2112",54,"MIDTOWN WEST",1815401.13513514,74
"2113",55,"MIDTOWN WEST",6571184.5,48
"2114",56,"MIDTOWN WEST",3857391.78571429,56
"2115",57,"MIDTOWN WEST",1874726.42028985,69
"2116",58,"MIDTOWN WEST",6984996.85,60
"2117",59,"MIDTOWN WEST",2091688.8,60
"2118",60,"MIDTOWN WEST",13001640.74,50
"2119",49,"MORNINGSIDE HEIGHTS",520000,3
"2120",50,"MORNINGSIDE HEIGHTS",603333.333333333,3
"2121",51,"MORNINGSIDE HEIGHTS",578000,5
"2122",52,"MORNINGSIDE HEIGHTS",678750,4
"2123",53,"MORNINGSIDE HEIGHTS",703403,8
"2124",54,"MORNINGSIDE HEIGHTS",651214.285714286,7
"2125",55,"MORNINGSIDE HEIGHTS",528800,5
"2126",56,"MORNINGSIDE HEIGHTS",858633.333333333,6
"2127",57,"MORNINGSIDE HEIGHTS",642937.5,8
"2128",58,"MORNINGSIDE HEIGHTS",665333.333333333,6
"2129",59,"MORNINGSIDE HEIGHTS",777552,1
"2130",60,"MORNINGSIDE HEIGHTS",579600,8
"2131",49,"MURRAY HILL",1313536.85365854,41
"2132",50,"MURRAY HILL",903458.925,40
"2133",51,"MURRAY HILL",1311485.97560976,41
"2134",52,"MURRAY HILL",1230414.81818182,33
"2135",53,"MURRAY HILL",2513428.25490196,51
"2136",54,"MURRAY HILL",3506456.12121212,66
"2137",55,"MURRAY HILL",2578495.10526316,38
"2138",56,"MURRAY HILL",1018291.44230769,52
"2139",57,"MURRAY HILL",2911070.93181818,44
"2140",58,"MURRAY HILL",2615714.11111111,36
"2141",59,"MURRAY HILL",3664872.15,40
"2142",60,"MURRAY HILL",3307858.64583333,48
"2143",49,"ROOSEVELT ISLAND",893830.75,4
"2144",50,"ROOSEVELT ISLAND",509859.5,4
"2145",51,"ROOSEVELT ISLAND",818470,8
"2146",52,"ROOSEVELT ISLAND",923752,6
"2147",53,"ROOSEVELT ISLAND",1163552.33333333,3
"2148",54,"ROOSEVELT ISLAND",903942.333333333,6
"2149",55,"ROOSEVELT ISLAND",1046618.33333333,6
"2150",56,"ROOSEVELT ISLAND",1242406,4
"2151",58,"ROOSEVELT ISLAND",942105.6,5
"2152",59,"ROOSEVELT ISLAND",685000,1
"2153",60,"ROOSEVELT ISLAND",1004750,2
"2154",49,"SOHO",5257876.46153846,26
"2155",50,"SOHO",4011742.15384615,13
"2156",51,"SOHO",4554778.86363636,22
"2157",52,"SOHO",6015839.93333333,15
"2158",53,"SOHO",5189628.45,20
"2159",54,"SOHO",3987159.68571429,35
"2160",55,"SOHO",6338879.04,25
"2161",56,"SOHO",2628655.2,35
"2162",57,"SOHO",2226192.13333333,15
"2163",58,"SOHO",3704458.07142857,14
"2164",59,"SOHO",4984757.46666667,15
"2165",60,"SOHO",11661041.3888889,18
"2166",49,"SOUTHBRIDGE",1115614.2,15
"2167",50,"SOUTHBRIDGE",4244188.83333333,6
"2168",51,"SOUTHBRIDGE",877042.727272727,11
"2169",52,"SOUTHBRIDGE",1297802,9
"2170",53,"SOUTHBRIDGE",1633228,10
"2171",54,"SOUTHBRIDGE",2074469,9
"2172",55,"SOUTHBRIDGE",2001486.75,8
"2173",56,"SOUTHBRIDGE",1014955.33333333,15
"2174",57,"SOUTHBRIDGE",2026939.26666667,15
"2175",58,"SOUTHBRIDGE",1223835.71428571,7
"2176",59,"SOUTHBRIDGE",2097537.8,10
"2177",60,"SOUTHBRIDGE",2936659.78947368,19
"2178",49,"TRIBECA",3517661.06666667,60
"2179",50,"TRIBECA",4603634.23684211,38
"2180",51,"TRIBECA",4287662.45283019,53
"2181",52,"TRIBECA",3212424,33
"2182",53,"TRIBECA",3737605.23404255,47
"2183",54,"TRIBECA",4143047.92424242,66
"2184",55,"TRIBECA",3812088.08108108,37
"2185",56,"TRIBECA",6070840.25641026,39
"2186",57,"TRIBECA",3080361.68965517,29
"2187",58,"TRIBECA",3164601.19047619,21
"2188",59,"TRIBECA",2822546.85,40
"2189",60,"TRIBECA",4150486.91428571,35
"2190",49,"UPPER EAST SIDE (59-79)",2710005.4921875,128
"2191",50,"UPPER EAST SIDE (59-79)",2117791.5,108
"2192",51,"UPPER EAST SIDE (59-79)",3051999.48623853,109
"2193",52,"UPPER EAST SIDE (59-79)",2416679.03809524,105
"2194",53,"UPPER EAST SIDE (59-79)",2556102.24025974,154
"2195",54,"UPPER EAST SIDE (59-79)",2626492.1396648,179
"2196",55,"UPPER EAST SIDE (59-79)",2666080.96031746,126
"2197",56,"UPPER EAST SIDE (59-79)",1815483.88,150
"2198",57,"UPPER EAST SIDE (59-79)",2151786.87826087,115
"2199",58,"UPPER EAST SIDE (59-79)",2500642.71052632,114
"2200",59,"UPPER EAST SIDE (59-79)",2854933.30275229,109
"2201",60,"UPPER EAST SIDE (59-79)",2850753.49152542,118
"2202",49,"UPPER EAST SIDE (79-96)",2696446.88235294,102
"2203",50,"UPPER EAST SIDE (79-96)",2426483.20833333,96
"2204",51,"UPPER EAST SIDE (79-96)",2742877.77310924,119
"2205",52,"UPPER EAST SIDE (79-96)",2932397.73913043,92
"2206",53,"UPPER EAST SIDE (79-96)",2174952.0974026,154
"2207",54,"UPPER EAST SIDE (79-96)",2218369.12408759,137
"2208",55,"UPPER EAST SIDE (79-96)",1993330.03846154,130
"2209",56,"UPPER EAST SIDE (79-96)",2421714.2716763,173
"2210",57,"UPPER EAST SIDE (79-96)",2626607.36842105,114
"2211",58,"UPPER EAST SIDE (79-96)",2240675.5,120
"2212",59,"UPPER EAST SIDE (79-96)",1946141.23076923,91
"2213",60,"UPPER EAST SIDE (79-96)",2209757.46728972,107
"2214",49,"UPPER EAST SIDE (96-110)",1510767.5,4
"2215",50,"UPPER EAST SIDE (96-110)",3390968.5,2
"2216",51,"UPPER EAST SIDE (96-110)",2441839,3
"2217",52,"UPPER EAST SIDE (96-110)",1647500,2
"2218",53,"UPPER EAST SIDE (96-110)",2057500,2
"2219",54,"UPPER EAST SIDE (96-110)",2587454,4
"2220",55,"UPPER EAST SIDE (96-110)",2458500,4
"2221",56,"UPPER EAST SIDE (96-110)",1350071.14285714,7
"2222",57,"UPPER EAST SIDE (96-110)",1562904,2
"2223",58,"UPPER EAST SIDE (96-110)",2650000,2
"2224",59,"UPPER EAST SIDE (96-110)",943127.25,4
"2225",60,"UPPER EAST SIDE (96-110)",7125000,2
"2226",49,"UPPER WEST SIDE (59-79)",2579908.78125,96
"2227",50,"UPPER WEST SIDE (59-79)",2217978.69444444,72
"2228",51,"UPPER WEST SIDE (59-79)",2035752.75581395,86
"2229",52,"UPPER WEST SIDE (59-79)",2891520.36486486,74
"2230",53,"UPPER WEST SIDE (59-79)",3059368.23255814,86
"2231",54,"UPPER WEST SIDE (59-79)",1913721.23931624,117
"2232",55,"UPPER WEST SIDE (59-79)",1963434.96,100
"2233",56,"UPPER WEST SIDE (59-79)",1952999.60465116,129
"2234",57,"UPPER WEST SIDE (59-79)",2221363.94482759,145
"2235",58,"UPPER WEST SIDE (59-79)",2961739.85185185,135
"2236",59,"UPPER WEST SIDE (59-79)",3819670.30508475,118
"2237",60,"UPPER WEST SIDE (59-79)",3575718.3362069,116
"2238",49,"UPPER WEST SIDE (79-96)",2151633.64615385,65
"2239",50,"UPPER WEST SIDE (79-96)",1898148.98148148,54
"2240",51,"UPPER WEST SIDE (79-96)",1683880.26315789,57
"2241",52,"UPPER WEST SIDE (79-96)",2166379.48888889,45
"2242",53,"UPPER WEST SIDE (79-96)",2935446.07272727,55
"2243",54,"UPPER WEST SIDE (79-96)",2613495.42857143,84
"2244",55,"UPPER WEST SIDE (79-96)",1734604.77142857,70
"2245",56,"UPPER WEST SIDE (79-96)",2348360.01408451,71
"2246",57,"UPPER WEST SIDE (79-96)",1859966,49
"2247",58,"UPPER WEST SIDE (79-96)",3860653.03571429,56
"2248",59,"UPPER WEST SIDE (79-96)",2307612,41
"2249",60,"UPPER WEST SIDE (79-96)",1882142.5,58
"2250",49,"UPPER WEST SIDE (96-116)",2035554.7826087,23
"2251",50,"UPPER WEST SIDE (96-116)",1191418.17391304,23
"2252",51,"UPPER WEST SIDE (96-116)",1229683.6,15
"2253",52,"UPPER WEST SIDE (96-116)",1635112.6,15
"2254",53,"UPPER WEST SIDE (96-116)",1536351.19354839,31
"2255",54,"UPPER WEST SIDE (96-116)",1536795.71428571,28
"2256",55,"UPPER WEST SIDE (96-116)",1670249.78787879,33
"2257",56,"UPPER WEST SIDE (96-116)",1421946,38
"2258",57,"UPPER WEST SIDE (96-116)",1175045.13333333,30
"2259",58,"UPPER WEST SIDE (96-116)",937943.12,25
"2260",59,"UPPER WEST SIDE (96-116)",2119053,20
"2261",60,"UPPER WEST SIDE (96-116)",6020611.42105263,19
"2262",49,"WASHINGTON HEIGHTS LOWER",4024888.88888889,9
"2263",50,"WASHINGTON HEIGHTS LOWER",576750,8
"2264",51,"WASHINGTON HEIGHTS LOWER",2313601.71428571,7
"2265",52,"WASHINGTON HEIGHTS LOWER",1214400,5
"2266",53,"WASHINGTON HEIGHTS LOWER",2945590.90909091,11
"2267",54,"WASHINGTON HEIGHTS LOWER",1004628.33333333,24
"2268",55,"WASHINGTON HEIGHTS LOWER",7355111.11111111,9
"2269",56,"WASHINGTON HEIGHTS LOWER",2214553.125,8
"2270",57,"WASHINGTON HEIGHTS LOWER",4417002.75,12
"2271",58,"WASHINGTON HEIGHTS LOWER",510049.818181818,11
"2272",59,"WASHINGTON HEIGHTS LOWER",5668340.5,4
"2273",60,"WASHINGTON HEIGHTS LOWER",469672.166666667,6
"2274",49,"WASHINGTON HEIGHTS UPPER",579341.6,25
"2275",50,"WASHINGTON HEIGHTS UPPER",560810.235294118,17
"2276",51,"WASHINGTON HEIGHTS UPPER",799968.32,25
"2277",52,"WASHINGTON HEIGHTS UPPER",2607438.26666667,15
"2278",53,"WASHINGTON HEIGHTS UPPER",1246073.29166667,24
"2279",54,"WASHINGTON HEIGHTS UPPER",2024687.3,20
"2280",55,"WASHINGTON HEIGHTS UPPER",4041675.25,16
"2281",56,"WASHINGTON HEIGHTS UPPER",1012672.68,25
"2282",57,"WASHINGTON HEIGHTS UPPER",1563619.5,18
"2283",58,"WASHINGTON HEIGHTS UPPER",2809820.15,20
"2284",59,"WASHINGTON HEIGHTS UPPER",2581758.5,16
"2285",60,"WASHINGTON HEIGHTS UPPER",728049.611111111,18
